"1602.09017","Tobias Rindlisbacher","Tobias Rindlisbacher, Oscar Akerlund and Philippe de Forcrand","Sampling of General Correlators in Worm Algorithm-based Simulations","43 pages, 15 figures","Nucl. Phys. B909 (2016) 542-583","10.1016/j.nuclphysb.2016.05.026","CERN-TH-2016-056","hep-lat","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the complex $\phi^4$-model as a prototype for a system which is
simulated by a worm algorithm, we show that not only the charged correlator
$<\phi^{*}(x)\phi(y)>$, but also more general correlators such as
$<|\phi(x)||\phi(y)|>$ or $<\text{arg}(\phi(x))\text{arg}(\phi(y))>$, as well
as condensates like $<|\phi|>$, can be measured at every step of the Monte
Carlo evolution of the worm instead of on closed-worm configurations only. The
method generalizes straightforwardly to other systems simulated by worms, such
as spin or sigma models.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:05:20 GMT""},{""version"":""v2"",""created"":""Thu, 17 Mar 2016 11:12:41 GMT""},{""version"":""v3"",""created"":""Sun, 19 Jun 2016 07:08:43 GMT""}]","2016-08-15"
"1602.09029","Damien Jougnot","Shuai Li, Philippe Leroy, Frank Heberling, Nicolas Devau, Damien
  Jougnot, Christophe Chiaberge","Influence of surface conductivity on the apparent zeta potential of
  calcite","14 pages, 9 figures","Journal of Colloid and Interface Science, 468, 262-275, 2016","10.1016/j.jcis.2016.01.075",,"physics.geo-ph cond-mat.soft","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Zeta potential is a physicochemical parameter of particular importance in
describing the surface electrical properties of charged porous media. However,
the zeta potential of calcite is still poorly known because of the difficulty
to interpret streaming potential experiments. The Helmholtz-Smoluchowski (HS)
equation is widely used to estimate the apparent zeta potential from these
experiments. However, this equation neglects the influence of surface
conductivity on streaming potential. We present streaming potential and
electrical conductivity measurements on a calcite powder in contact with an
aqueous NaCl electrolyte. Our streaming potential model corrects the apparent
zeta potential of calcite by accounting for the influence of surface
conductivity and flow regime. We show that the HS equation seriously
underestimates the zeta potential of calcite, particularly when the electrolyte
is diluted (ionic strength < 0.01 M) because of calcite surface conductivity.
The basic Stern model successfully predicted the corrected zeta potential by
assuming that the zeta potential is located at the outer Helmholtz plane, i.e.
without considering a stagnant diffuse layer at the calcite-water interface.
The surface conductivity of calcite crystals was inferred from electrical
conductivity measurements and computed using our basic Stern model. Surface
conductivity was also successfully predicted by our surface complexation model.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:26:59 GMT""}]","2016-03-01"
"1602.09030","Serge Krasnokutski A.","S. A. Krasnokutski, M. Kuhn, M. Renzler, C. J\""ager, Th. Henning, and
  P. Scheier","Ultra-Low-Temperature Reactions of Carbon Atoms with Hydrogen Molecules",,"The Astrophysical Journal Letters 818, L31 (2016)","10.3847/2041-8205/818/2/L31",,"astro-ph.GA physics.chem-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The reactions of carbon atoms with dihydrogen have been investigated in
liquid helium droplets at $T$ = 0.37 K. A calorimetric technique was applied to
monitor the energy released in the reaction. The barrierless reaction between a
single carbon atom and a single dihydrogen molecule was detected. Reactions
between dihydrogen clusters and carbon atoms have been studied by
high-resolution mass spectrometry. The formation of hydrocarbon cations of the
type C$_m$H$_n^+$, with $m$ = 1-4 and $n$ = 1-15 was observed. With enhanced
concentration of dihydrogen, the mass spectra demonstrated the main ""magic""
peak assigned to the CH$_5^+$ cation. A simple formation pathway and the high
stability of this cation suggest its high abundance in the interstellar medium.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:28:21 GMT""}]","2016-03-01"
"1602.09031","Yuwen Zhang","Pengfei Ji and Yuwen Zhang","Ab initio determination of effective electron-phonon coupling factor in
  copper",,,"10.1016/j.physleta.2016.02.044",,"physics.comp-ph cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The electron temperature dependent electron density of states, Fermi-Dirac
distribution, and electron-phonon spectral function are computed as
prerequisites before achieving effective electron-phonon coupling factor. The
obtained coupling factor is implemented into a molecular dynamics (MD) and
two-temperature model (TTM) coupled simulation of femtosecond laser heating. By
monitoring temperature evolutions of electron and lattice subsystems, the
result utilizing coupling factor from ab initio calculation, shows a faster
decrease of electron temperature and increase of lattice temperature than those
using coupling factor from phenomenological treatment. The approach of
calculating coupling factor and its implementation into MD-TTM simulation is
applicable to other metals.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:28:26 GMT""},{""version"":""v2"",""created"":""Tue, 8 Mar 2016 02:13:52 GMT""}]","2016-03-09"
"1602.09032","H\'el\`ene Esnault","H\'el\`ene Esnault","A remark on Deligne's finiteness theorem","latex, 6 pages; to appear in IMRN",,,,"math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Over a connected geometrically unibranch scheme $X$ of finite type over a
finite field, we show finiteness of the number of irreducible $\bar
\Q_\ell$-lisse sheaves, with bounded rank and bounded ramification in the sense
of Drinfeld, up to twist by a character of the finite field. On $X$ smooth,
with bounded ramification in the sense of bounding the Swan conductors on
curves, this is Deligne's theorem. Version 2: We prove also that for Deligne's
finiteness theorem, it is enough to assume $X$ normal. However, the proof uses
the smooth case, unlike the proof in the case of bounded ramification in the
sense of Drinfeld. Finally we discuss the various notions of boundedness of
ramification used.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:31:33 GMT""},{""version"":""v2"",""created"":""Sat, 16 Apr 2016 11:11:37 GMT""},{""version"":""v3"",""created"":""Mon, 20 Jun 2016 10:39:14 GMT""}]","2016-06-21"
"1602.09034","Cheuk W. Tai","Dung Trung Tran, Gunnar Svensson and Cheuk-Wai Tai","SUePDF: a program to obtain quantitative pair distribution function from
  electron diffraction data","15 pages, 13 figures and 1 table","J. Appl. Cryst. 50 (2017) 304-312","10.1107/S160057671601863X",,"cond-mat.mtrl-sci cond-mat.mes-hall cond-mat.other physics.comp-ph physics.ins-det","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  SUePDF is a graphic-user-interface program written in MATLAB to achieve
quantitative pair distribution functions (PDF) from electron diffraction data.
The program facilitates the structural studies of amorphous materials and small
nanoparticles based on electron diffraction data from transmission electron
microscopes (TEMs). It is based on the physics of electron scattering as well
as the total scattering methodology. A method of background modelling is
introduced to treat the intensity tail of the direct beam, inelastic scattering
and incoherent multiple scattering. Kinematical electron scattering intensity
is scaled using the electron scattering factors. The PDFs obtained after
Fourier transforms are normalized with respect to number density, nanoparticle
form factor, and the non-negativity of probability density. SUePDF is
distributed as free software for academic users.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:37:25 GMT""},{""version"":""v2"",""created"":""Mon, 21 Nov 2016 21:30:25 GMT""}]","2017-08-24"
"1602.09035","Massimiliano Ungheretti","Massimiliano Ungheretti","Free loop space and the cyclic bar construction","9 pages, minor changes",,"10.1112/blms.12007","CPH-SYM-DNRF92","math.AT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the $E_\infty-$structure on singular cochains, we construct a homotopy
coherent map from the cyclic bar construction of the differential graded
algebra of cochains on a space to a model for the cochains on its free loop
space. This fills a gap in the paper ""Cyclic homology and equivariant homology""
by John D.S. Jones.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:38:31 GMT""},{""version"":""v2"",""created"":""Mon, 29 Aug 2016 14:56:16 GMT""}]","2017-05-04"
"1602.09036","Arthemy Kiselev","Ricardo Buring and Arthemy V. Kiselev","On the Kontsevich $\star$-product associativity mechanism","Proc. Internaional workshop SQS'15 on Supersymmetry and Quantum
  Symmetries (3-8 August 2015, JINR Dubna, Russia), 4 pages","Physics of Particles and Nuclei Letters, 2017, Vol. 14, No. 2, pp.
  403--407","10.1134/S1547477117020054",,"math.QA hep-th math-ph math.MP nlin.SI","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The deformation quantization by Kontsevich [arXiv:q-alg/9709040] is a way to
construct an associative noncommutative star-product $\star=\times+\hbar \{\ ,\
\}_{P}+\bar{o}(\hbar)$ in the algebra of formal power series in $\hbar$ on a
given finite-dimensional affine Poisson manifold: here $\times$ is the usual
multiplication, $\{\ ,\ \}_{P}\neq0$ is the Poisson bracket, and $\hbar$ is the
deformation parameter. The product $\star$ is assembled at all powers
$\hbar^{k\geq0}$ via summation over a certain set of weighted graphs with $k+2$
vertices; for each $k>0$, every such graph connects the two co-multiples of
$\star$ using $k$ copies of $\{\ ,\ \}_{P}$. Cattaneo and Felder [
arXiv:math/9902090 [math.QA] ] interpreted these topological portraits as the
genuine Feynman diagrams in the Ikeda-Izawa model [arXiv:hep-th/9312059] for
quantum gravity.
  By expanding the star-product up to $\bar{o}(\hbar^3)$, i.e., with respect to
graphs with at most five vertices but possibly containing loops, we illustrate
the mechanism Assoc = Operator(Poisson) that converts the Jacobi identity for
the bracket $\{\ ,\ \}_{P}$ into the associativity of $\star$.
  Key words: Deformation quantization, associative algebra, Poisson bracket,
graph complex, star-product
  PACS: 02.40.Sf, 02.10.Ox, 02.40.Gh, also 04.60.-m
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:40:29 GMT""}]","2017-02-07"
"1602.09037","Paul Kirchner","Paul Kirchner","Algorithms on Ideal over Complex Multiplication order","Full version of a paper submitted to ANTS",,,,"cs.DS cs.CR cs.DM math.NT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We show in this paper that the Gentry-Szydlo algorithm for cyclotomic orders,
previously revisited by Lenstra-Silverberg, can be extended to
complex-multiplication (CM) orders, and even to a more general structure. This
algorithm allows to test equality over the polarized ideal class group, and
finds a generator of the polarized ideal in polynomial time. Also, the
algorithm allows to solve the norm equation over CM orders and the recent
reduction of principal ideals to the real suborder can also be performed in
polynomial time. Furthermore, we can also compute in polynomial time a unit of
an order of any number field given a (not very precise) approximation of it.
Our description of the Gentry-Szydlo algorithm is different from the original
and Lenstra- Silverberg's variant and we hope the simplifications made will
allow a deeper understanding. Finally, we show that the well-known speed-up for
enumeration and sieve algorithms for ideal lattices over power of two
cyclotomics can be generalized to any number field with many roots of unity.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:40:54 GMT""}]","2016-03-01"
"1602.09038","Emilio N.M. Cirillo","Emilio N.M. Cirillo, Matteo Colangeli, Adrian Muntean","Effects of communication efficiency and exit capacity on fundamental
  diagrams for pedestrian motion in an obscure tunnel - a particle system
  approach",,"Multiscale Modeling & Simulation 14, 906-922 (2016)",,,"cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Fundamental diagrams describing the relation between pedestrians speed and
density are key points in understanding pedestrian dynamics. Experimental data
evidence the onset of complex behaviors in which the velocity decreases with
the density and different logistic regimes are identified. This paper addresses
the issue of pedestrians transport and of fundamental diagrams for a scenario
involving the motion of pedestrians escaping from an obscure tunnel. We capture
the effects of the communication efficiency and the exit capacity by means of
two thresholds controlling the rate at which particles (walkers, pedestrians)
move on the lattice. Using a particle system model, we show that in absence of
limitation in communication among pedestrians we reproduce with good accuracy
the standard fundamental diagrams, whose basic behaviors can be interpreted in
terms of the exit capacity limitation. When the effect of a limited
communication ability is considered, then interesting non-intuitive phenomena
occur. Particularly, we shed light on the loss of monotonicity of the typical
speed--density curves, revealing the existence of a pedestrians density
optimizing the escape.
  We study both the discrete particle dynamics as well as the corresponding
hydrodynamic limit (a porous medium equation and a transport (continuity)
equation). We also point out the dependence of the effective transport
coefficients on the two thresholds - the essence of the microstructure
information.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:52:03 GMT""}]","2017-03-03"
"1602.09039","Mohamad Jaafar Ali","Mohamad Jaafar Ali, Hassine Moungla, Ahmed Mehaoua, Yong Xu","Dynamic Channel Allocation for Interference Mitigation in Relay-assisted
  Wireless Body Networks","2nd IEEE International Symposium on Future Information and
  Communication Technologies for Ubiquitous HealthCare (Ubi-HealthTech),
  Beijing, China, 2015",,,,"cs.NI cs.IT math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We focus on interference mitigation and energy conservation within a single
wireless body area network (WBAN). We adopt two-hop communication scheme
supported by the the IEEE 802.15.6 standard (2012). In this paper, we propose a
dynamic channel allocation scheme, namely DCAIM to mitigate node-level
interference amongst the coexisting regions of a WBAN. At the time, the sensors
are in the radius communication of a relay, they form a relay region (RG)
coordinated by that relay using time division multiple access (TDMA). In the
proposed scheme, each RG creates a table consisting of interfering sensors
which it broadcasts to its neighboring sensors. This broadcast allows each pair
of RGs to create an interference set (IS). Thus, the members of IS are assigned
orthogonal sub-channels whereas other sonsors that do not belong to IS can
transmit using the same time slots. Experimental results show that our proposal
mitigates node-level interference and improves node and WBAN energy savings.
These results are then compared to the results of other schemes. As a result,
our scheme outperforms in all cases. Node-level signal to interference and
noise ratio (SINR) improved by 11dB whilst, the energy consumption decreased
significantly. We further present a probabilistic method and analytically show
the outage probability can be effectively reduced to the minimal.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:54:27 GMT""},{""version"":""v2"",""created"":""Wed, 2 Nov 2016 18:58:48 GMT""}]","2016-11-03"
"1602.09040","Raghav Venkatraman","Raghavendra Venkatraman","Periodic Orbits of Gross Pitaevskii in the Disc with Vortices Following
  Point Vortex Flow","36 pages. Final version- exposition was substantially streamlined
  thanks to a detailed referee report. To appear in Calc. Var. & PDE",,,,"math.AP math.CA math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove the existence of non-constant time periodic vortex solutions to the
Gross-Pitaevskii equations for small but \textit{fixed} $\varepsilon > 0.$ The
vortices of these solutions follow periodic orbits to the point vortex system
of ordinary differential equations \textit{for all time}. The construction uses
two approaches-- constrained minimization techniques adapted from \cite{GS} and
topological minimax techniques adapted from \cite{LinMinMax}, applied to a
formulation of the problem within a rotational ansatz.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:55:28 GMT""},{""version"":""v2"",""created"":""Fri, 11 Mar 2016 02:32:06 GMT""},{""version"":""v3"",""created"":""Mon, 3 Apr 2017 01:54:35 GMT""}]","2017-04-04"
"1602.09041","Carina Zanetti","C. M. Zanetti, M. Nielsen and K. P. Khemchandani","A QCD sum rule study for a charged bottom-strange scalar meson","8 pages, 8 figures","Phys. Rev. D 93, 096011 (2016)","10.1103/PhysRevD.93.096011",,"hep-ph hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the QCD sum rule approach we investigate the possible four-quark
structure for the new observed $B_{s}^0\pi^\pm$ narrow structure (D0). We use a
diquak-antidiquark scalar current and work to the order of $m_s$ in full QCD,
without relying on $1/m_Q$ expansion. Our study indicates that although it is
possible to obtain a stable mass in agreement with the state found by the D0
collaboration, a more constraint analysis (simultaneous requirement of the OPE
convergence and the dominance of the pole on the phenomenological side) leads
to a higher mass. We also predict the masses of the bottom scalar tetraquark
resonances with zero and two strange quarks.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:56:39 GMT""},{""version"":""v2"",""created"":""Fri, 15 Apr 2016 21:00:14 GMT""}]","2016-06-01"
